table_name,variable_name,enumeration_code,enumeration_display,enumeration_title,enumeration_meaning,enumeration_system,enumeration_group
File,format,edam:format_1627,Report format on PCR primers and hybridisation oligos as generated by Whitehead primer3 program.,Primer3 primer,edam:format_1627,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1628,A format of raw sequence read data from an Applied Biosystems sequencing machine.,ABI,edam:format_1628,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1629,Format of MIRA sequence trace information file.,mira,edam:format_1629,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1630,"Common Assembly Format (CAF). A sequence assembly format including contigs, base-call qualities, and other metadata.",CAF,edam:format_1630,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1631,Sequence assembly project file EXP format.,EXP,edam:format_1631,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1632,"Staden Chromatogram Files format (SCF) of base-called sequence reads, qualities, and other metadata.",SCF,edam:format_1632,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1633,PHD sequence trace format to store serialised chromatogram data (reads).,PHD,edam:format_1633,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1637,Format of Affymetrix data file of raw image data.,dat,edam:format_1637,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1638,Format of Affymetrix data file of information about (raw) expression levels of the individual probes.,cel,edam:format_1638,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1639,"Format of affymetrix gene cluster files (hc-genes.txt, hc-chips.txt) from hierarchical clustering.",affymetrix,edam:format_1639,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1641,Affymetrix data file format for information about experimental conditions and protocols.,affymetrix-exp,edam:format_1641,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1644,Format of Affymetrix data file of information about (normalised) expression levels of the individual probes.,CHP,edam:format_1644,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1665,Format of Taverna workflows.,Taverna workflow format,edam:format_1665,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1705,The format of an entry from the HET group dictionary (HET groups from PDB files).,HET group dictionary entry format,edam:format_1705,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1734,Format of bibliographic reference as used by the PubMed database.,PubMed citation,edam:format_1734,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1735,Format for abstracts of scientific articles from the Medline database.,Medline Display Format,edam:format_1735,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1736,"CiteXplore 'core' citation format including title, journal, authors and abstract.",CiteXplore-core,edam:format_1736,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1737,CiteXplore 'all' citation format includes all known details such as Mesh terms and cross-references.,CiteXplore-all,edam:format_1737,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1739,Article format of the PubMed Central database.,pmc,edam:format_1739,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1740,The format of iHOP (Information Hyperlinked over Proteins) text-mining result.,iHOP format,edam:format_1740,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1741,OSCAR format of annotated chemical text.,OSCAR format,edam:format_1741,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1861,Map of a plasmid (circular DNA) in PlasMapper TextMap format.,PlasMapper TextMap,edam:format_1861,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1910,Phylogenetic tree Newick (text) format.,newick,edam:format_1910,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1911,Phylogenetic tree TreeCon (text) format.,TreeCon format,edam:format_1911,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1912,Phylogenetic tree Nexus (text) format.,Nexus format,edam:format_1912,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1919,Data format for a molecular sequence record.,Sequence record format,edam:format_1919,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1920,Data format for molecular sequence feature information.,Sequence feature annotation format,edam:format_1920,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1921,Data format for molecular sequence alignment information.,Alignment format,edam:format_1921,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1923,ACEDB sequence format.,acedb,edam:format_1923,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1925,Codata entry format.,codata,edam:format_1925,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1926,Fasta format variant with database name before ID.,dbid,edam:format_1926,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1927,EMBL entry format.,EMBL format,edam:format_1927,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1928,Staden experiment file format.,Staden experiment format,edam:format_1928,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1929,FASTA format including NCBI-style IDs.,FASTA,edam:format_1929,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1930,FASTQ short read format ignoring quality scores.,FASTQ,edam:format_1930,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1931,FASTQ Illumina 1.3 short read format.,FASTQ-illumina,edam:format_1931,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1932,FASTQ short read format with phred quality.,FASTQ-sanger,edam:format_1932,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1933,FASTQ Solexa/Illumina 1.0 short read format.,FASTQ-solexa,edam:format_1933,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1934,Fitch program format.,fitch program,edam:format_1934,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1935,GCG sequence file format.,GCG,edam:format_1935,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1936,Genbank entry format.,GenBank format,edam:format_1936,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1937,Genpept protein entry format.,genpept,edam:format_1937,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1938,GFF feature file format with sequence in the header.,GFF2-seq,edam:format_1938,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1939,GFF3 feature file format with sequence.,GFF3-seq,edam:format_1939,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1940,FASTA sequence format including NCBI-style GIs.,giFASTA format,edam:format_1940,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1941,Hennig86 output sequence format.,hennig86,edam:format_1941,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1942,Intelligenetics sequence format.,ig,edam:format_1942,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1943,Intelligenetics sequence format (strict version).,igstrict,edam:format_1943,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1944,Jackknifer interleaved and non-interleaved sequence format.,jackknifer,edam:format_1944,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1945,Mase program sequence format.,mase format,edam:format_1945,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1946,Mega interleaved and non-interleaved sequence format.,mega-seq,edam:format_1946,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1947,GCG MSF (multiple sequence file) file format.,GCG MSF,edam:format_1947,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1948,NBRF/PIR entry sequence format.,nbrf/pir,edam:format_1948,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1949,Nexus/paup interleaved sequence format.,nexus-seq,edam:format_1949,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1950,PDB sequence format (ATOM lines).,pdbatom,edam:format_1950,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1951,PDB nucleotide sequence format (ATOM lines).,pdbatomnuc,edam:format_1951,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1952,PDB nucleotide sequence format (SEQRES lines).,pdbseqresnuc,edam:format_1952,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1953,PDB sequence format (SEQRES lines).,pdbseqres,edam:format_1953,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
File,format,edam:format_1954,Plain old FASTA sequence format (unspecified format for IDs).,Pearson format,edam:format_1954,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMFormats,EnumEDAMFormats
